Order_Id,Custumer_Id ,Sales_Date,Sales_Month,Product,Product_Category,Quantity_Sold ,Unit_Price ,Discount(%),Total_Revenue,Sales_Region ,Revenue_per _sales
1051,1486,2024-10-26,Oct-24,Bag,Accessories,2,"$91,207.00",0%,"$749,230.50",Lagos,"$374,615.25"
1052,1893,2023-11-19,Nov-23,Shoes,Clothing,2,"$91,293.74",0%,"$749,943.70",Lagos,"$374,971.85"
1053,1531,2025-06-08,Jun-25,Laptop,Electronics,1,"$91,380.48",0%,"$750,656.90",Abuja,"$750,656.90"
1054,1763,2024-03-08,Mar-24,Phone,Electronics,3,"$91,467.22",5%,"$751,370.10",Kano,"$250,456.70"
1055,1051,2024-12-14,Dec-24,Bag,Accessories,4,"$91,553.96",0%,"$752,083.30",Port Harcourt,"$188,020.83"
1056,1088,2025-04-01,Apr-25,Phone,Electronics,1,"$91,640.70",5%,"$752,796.50",Lagos,"$752,796.50"
1057,1873,2024-07-08,Jul-24,Bag,Accessories,5,"$91,727.44",10%,"$753,509.70",Kano,"$150,701.94"
1058,1680,2024-11-18,Nov-24,Tv,Electronics,3,"$91,814.18",10%,"$754,222.90",Abuja,"$251,407.63"
1059,1461,2025-07-28,Jul-25,Watch,Accessories,4,"$91,900.92",10%,"$754,936.10",Lagos,"$188,734.03"
1060,1646,2024-10-10,Oct-24,Laptop,Electronics,3,"$91,987.66",5%,"$755,649.30",Lagos,"$251,883.10"
1061,1478,2024-03-19,Mar-24,Laptop,Electronics,2,"$92,074.40",5%,"$756,362.50",Abuja,"$378,181.25"
1062,1880,2024-09-18,Sep-24,Phone,Electronics,1,"$92,161.14",5%,"$757,075.70",Kano,"$757,075.70"
1063,1499,2024-11-04,Nov-24,Watch,Accessories,2,"$92,247.88",0%,"$757,788.90",Abuja,"$378,894.45"
1064,1001,2025-07-15,Jul-25,Bag,Accessories,2,"$92,334.62",5%,"$758,502.10",Lagos,"$379,251.05"
1065,1509,2024-06-25,Jun-24,Watch,Accessories,1,"$92,421.36",0%,"$759,215.30",Abuja,"$759,215.30"
1066,1882,2024-03-22,Mar-24,Tv,Electronics,2,"$92,508.10",10%,"$759,928.50",Abuja,"$379,964.25"
1067,1663,2024-02-05,Feb-24,Watch,Accessories,3,"$92,594.84",5%,"$760,641.70",Lagos,"$253,547.23"
1068,1369,2024-12-18,Dec-24,Tv,Electronics,1,"$92,681.58",0%,"$761,354.90",Abuja,"$761,354.90"
1069,1022,2024-07-01,Jul-24,Shoes,Clothing,1,"$92,768.32",5%,"$762,068.10",Kano,"$762,068.10"
1070,1384,2024-06-23,Jun-24,Bag,Accessories,3,"$92,855.06",5%,"$762,781.30",Lagos,"$254,260.43"
1071,1502,2024-01-07,Jan-24,Phone,Electronics,2,"$92,941.80",0%,"$763,494.50",Abuja,"$381,747.25"
1072,1053,2024-11-07,Nov-24,Shoes,Clothing,2,"$93,028.54",0%,"$764,207.70",Abuja,"$382,103.85"
1073,1840,2024-05-26,May-24,Bag,Accessories,2,"$93,115.28",0%,"$764,920.90",Port Harcourt,"$382,460.45"
1074,1483,2025-02-18,Feb-25,Headphones,Accessories,1,"$93,202.02",10%,"$765,634.10",Port Harcourt,"$765,634.10"
1075,1483,2025-07-16,Jul-25,Tv,Electronics,2,"$93,288.76",0%,"$766,347.30",Abuja,"$383,173.65"
1076,1554,2025-05-26,May-25,Headphones,Accessories,3,"$93,375.50",0%,"$767,060.50",Abuja,"$255,686.83"
1077,1261,2024-06-02,Jun-24,Headphones,Accessories,5,"$93,462.24",5%,"$767,773.70",Abuja,"$153,554.74"
1078,1108,2024-08-14,Aug-24,Watch,Accessories,5,"$93,548.98",0%,"$768,486.90",Lagos,"$153,697.38"
1079,1352,2024-03-09,Mar-24,Headphones,Accessories,1,"$93,635.72",10%,"$769,200.10",Kano,"$769,200.10"
1080,1516,2025-01-27,Jan-25,Laptop,Electronics,5,"$93,722.46",5%,"$769,913.30",Abuja,"$153,982.66"
1081,1697,2024-03-26,Mar-24,Laptop,Electronics,3,"$93,809.20",0%,"$770,626.50",Port Harcourt,"$256,875.50"
1082,1153,2024-02-17,Feb-24,Watch,Accessories,5,"$93,895.94",5%,"$771,339.70",Lagos,"$154,267.94"
1083,1760,2025-08-16,Aug-25,Shirt,Clothing,3,"$93,982.68",0%,"$772,052.90",Lagos,"$257,350.97"
1084,1924,2024-09-02,Sep-24,Watch,Accessories,2,"$94,069.42",5%,"$772,766.10",Lagos,"$386,383.05"
1085,1504,2025-04-28,Apr-25,Shoes,Clothing,4,"$94,156.16",0%,"$773,479.30",Lagos,"$193,369.83"
1086,1203,2025-02-17,Feb-25,Bag,Accessories,5,"$94,242.90",10%,"$774,192.50",Abuja,"$154,838.50"
1087,1164,2024-03-29,Mar-24,Tv,Electronics,3,"$94,329.64",0%,"$774,905.70",Port Harcourt,"$258,301.90"
1088,1730,2024-10-06,Oct-24,Laptop,Electronics,2,"$94,416.38",5%,"$775,618.90",Port Harcourt,"$387,809.45"
1089,1533,2025-02-23,Feb-25,Laptop,Electronics,3,"$94,503.12",10%,"$776,332.10",Lagos,"$258,777.37"
1090,1569,2024-10-06,Oct-24,Watch,Accessories,5,"$94,589.86",0%,"$777,045.30",Lagos,"$155,409.06"
1091,1883,2024-02-20,Feb-24,Phone,Electronics,1,"$94,676.60",5%,"$777,758.50",Lagos,"$777,758.50"
1092,1367,2025-06-15,Jun-25,Bag,Accessories,3,"$94,763.34",10%,"$778,471.70",Lagos,"$259,490.57"
1093,1973,2025-04-08,Apr-25,Bag,Accessories,1,"$94,850.08",10%,"$779,184.90",Port Harcourt,"$779,184.90"
1094,1997,2025-08-09,Aug-25,Tv,Electronics,3,"$94,936.82",5%,"$779,898.10",Lagos,"$259,966.03"
1095,1771,2024-10-19,Oct-24,Phone,Electronics,5,"$95,023.56",5%,"$780,611.30",Lagos,"$156,122.26"
1096,1368,2025-08-01,Aug-25,Shoes,Clothing,4,"$95,110.30",0%,"$781,324.50",Abuja,"$195,331.13"
1097,1005,2024-05-08,May-24,Shirt,Clothing,3,"$95,197.04",10%,"$782,037.70",Abuja,"$260,679.23"
1098,1745,2023-11-18,Nov-23,Tv,Electronics,2,"$95,283.78",0%,"$782,750.90",Abuja,"$391,375.45"
1099,1569,2025-03-01,Mar-25,Shoes,Clothing,2,"$95,370.52",5%,"$783,464.10",Abuja,"$391,732.05"
1100,1393,2023-12-08,Dec-23,Phone,Electronics,2,"$95,457.26",0%,"$784,177.30",Kano,"$392,088.65"
1101,1974,2024-08-14,Aug-24,Shoes,Clothing,1,"$95,544.00",0%,"$784,890.50",Lagos,"$784,890.50"
1102,1596,2024-07-02,Jul-24,Phone,Electronics,1,"$95,630.74",0%,"$785,603.70",Kano,"$785,603.70"
1103,1367,2024-10-26,Oct-24,Shoes,Clothing,1,"$95,717.48",0%,"$786,316.90",Lagos,"$786,316.90"
1104,1504,2025-01-16,Jan-25,Shoes,Clothing,5,"$95,804.22",5%,"$787,030.10",Abuja,"$157,406.02"
1105,1944,2024-04-14,Apr-24,Bag,Accessories,1,"$95,890.96",10%,"$787,743.30",Lagos,"$787,743.30"
1106,1993,2024-09-04,Sep-24,Bag,Accessories,2,"$95,977.70",5%,"$788,456.50",Lagos,"$394,228.25"
1107,1022,2024-07-16,Jul-24,Shoes,Clothing,5,"$96,064.44",5%,"$789,169.70",Abuja,"$157,833.94"
1108,1442,2024-01-05,Jan-24,Phone,Electronics,2,"$96,151.18",0%,"$789,882.90",Abuja,"$394,941.45"
1109,1926,2025-01-23,Jan-25,Shoes,Clothing,5,"$96,237.92",0%,"$790,596.10",Port Harcourt,"$158,119.22"
1110,1117,2024-01-21,Jan-24,Laptop,Electronics,1,"$96,324.66",10%,"$791,309.30",Kano,"$791,309.30"
1111,1388,2024-09-09,Sep-24,Headphones,Accessories,5,"$96,411.40",0%,"$792,022.50",Port Harcourt,"$158,404.50"
1112,1814,2025-08-13,Aug-25,Shoes,Clothing,1,"$96,498.14",0%,"$792,735.70",Port Harcourt,"$792,735.70"
1113,1316,2024-10-18,Oct-24,Watch,Accessories,1,"$96,584.88",0%,"$793,448.90",Kano,"$793,448.90"
1114,1203,2024-04-04,Apr-24,Watch,Accessories,5,"$96,671.62",0%,"$794,162.10",Abuja,"$158,832.42"
1115,1430,2024-01-19,Jan-24,Headphones,Accessories,4,"$96,758.36",0%,"$794,875.30",Kano,"$198,718.83"
1116,1637,2024-09-20,Sep-24,Bag,Accessories,1,"$96,845.10",0%,"$795,588.50",Abuja,"$795,588.50"
1117,1494,2025-02-03,Feb-25,Shoes,Clothing,4,"$96,931.84",0%,"$796,301.70",Lagos,"$199,075.43"
1118,1324,2024-08-10,Aug-24,Laptop,Electronics,4,"$97,018.58",0%,"$797,014.90",Abuja,"$199,253.73"
1119,1726,2025-05-24,May-25,Laptop,Electronics,3,"$97,105.32",10%,"$797,728.10",Abuja,"$265,909.37"
1120,1182,2024-07-16,Jul-24,Headphones,Accessories,2,"$97,192.06",0%,"$798,441.30",Port Harcourt,"$399,220.65"
1121,1958,2024-09-23,Sep-24,Watch,Accessories,3,"$97,278.80",0%,"$799,154.50",Kano,"$266,384.83"
1122,1991,2024-03-10,Mar-24,Watch,Accessories,4,"$97,365.54",10%,"$799,867.70",Kano,"$199,966.93"
1123,1637,2025-08-22,Aug-25,Tv,Electronics,2,"$97,452.28",0%,"$800,580.90",Lagos,"$400,290.45"
1124,1527,2023-12-09,Dec-23,Tv,Electronics,2,"$97,539.02",10%,"$801,294.10",Abuja,"$400,647.05"
1125,1781,2024-01-10,Jan-24,Watch,Accessories,1,"$97,625.76",0%,"$802,007.30",Kano,"$802,007.30"
1126,1370,2024-08-12,Aug-24,Phone,Electronics,4,"$97,712.50",10%,"$802,720.50",Lagos,"$200,680.13"
1127,1431,2024-10-19,Oct-24,Bag,Accessories,1,"$97,799.24",0%,"$803,433.70",Kano,"$803,433.70"
1128,1378,2023-12-02,Dec-23,Tv,Electronics,4,"$97,885.98",0%,"$804,146.90",Lagos,"$201,036.73"
1129,1369,2024-06-13,Jun-24,Laptop,Electronics,2,"$97,972.72",5%,"$804,860.10",Port Harcourt,"$402,430.05"
1130,1115,2025-05-30,May-25,Headphones,Accessories,1,"$98,059.46",0%,"$805,573.30",Abuja,"$805,573.30"
1131,1938,2024-10-21,Oct-24,Tv,Electronics,5,"$98,146.20",0%,"$806,286.50",Kano,"$161,257.30"
1132,1589,2024-01-03,Jan-24,Watch,Accessories,5,"$98,232.94",10%,"$806,999.70",Port Harcourt,"$161,399.94"
1133,1711,2025-02-08,Feb-25,Bag,Accessories,1,"$98,319.68",5%,"$807,712.90",Port Harcourt,"$807,712.90"
1134,1422,2023-10-14,Oct-23,Bag,Accessories,3,"$98,406.42",0%,"$808,426.10",Port Harcourt,"$269,475.37"
1135,1867,2024-06-14,Jun-24,Bag,Accessories,3,"$98,493.16",5%,"$809,139.30",Abuja,"$269,713.10"
1136,1359,2024-03-23,Mar-24,Phone,Electronics,5,"$98,579.90",0%,"$809,852.50",Port Harcourt,"$161,970.50"
1137,1149,2025-02-17,Feb-25,Shoes,Clothing,2,"$98,666.64",10%,"$810,565.70",Lagos,"$405,282.85"
1138,1880,2024-11-19,Nov-24,Tv,Electronics,5,"$98,753.38",0%,"$811,278.90",Port Harcourt,"$162,255.78"
1139,1440,2023-12-10,Dec-23,Shirt,Clothing,5,"$98,840.12",10%,"$811,992.10",Kano,"$162,398.42"
1140,1132,2025-04-20,Apr-25,Headphones,Accessories,5,"$98,926.86",0%,"$812,705.30",Lagos,"$162,541.06"
1141,1896,2024-10-26,Oct-24,Phone,Electronics,4,"$99,013.60",10%,"$813,418.50",Abuja,"$203,354.63"
1142,1632,2024-03-09,Mar-24,Watch,Accessories,4,"$99,100.34",0%,"$814,131.70",Lagos,"$203,532.93"
1143,1263,2025-04-17,Apr-25,Phone,Electronics,3,"$99,187.08",0%,"$814,844.90",Abuja,"$271,614.97"
1144,1301,2025-08-30,Aug-25,Shoes,Clothing,5,"$99,273.82",0%,"$815,558.10",Lagos,"$163,111.62"
1145,1010,2024-08-15,Aug-24,Tv,Electronics,2,"$99,360.56",0%,"$816,271.30",Abuja,"$408,135.65"
1146,1882,2025-03-11,Mar-25,Watch,Accessories,4,"$99,447.30",10%,"$816,984.50",Abuja,"$204,246.13"
1147,1497,2025-09-08,Sep-25,Headphones,Accessories,3,"$99,534.04",0%,"$817,697.70",Abuja,"$272,565.90"
1148,1014,2025-08-13,Aug-25,Laptop,Electronics,5,"$99,620.78",0%,"$818,410.90",Abuja,"$163,682.18"
1149,1510,2025-05-09,May-25,Tv,Electronics,5,"$99,707.52",0%,"$819,124.10",Lagos,"$163,824.82"
1150,1527,2024-12-18,Dec-24,Shirt,Clothing,3,"$99,794.26",5%,"$819,837.30",Abuja,"$273,279.10"
1151,1105,2024-02-15,Feb-24,Watch,Accessories,4,"$99,881.00",0%,"$820,550.50",Abuja,"$205,137.63"
1152,1719,2024-10-05,Oct-24,Phone,Electronics,3,"$99,967.74",5%,"$821,263.70",Port Harcourt,"$273,754.57"
1153,1317,2025-02-04,Feb-25,Phone,Electronics,2,"$100,054.48",5%,"$821,976.90",Lagos,"$410,988.45"
1154,1158,2024-10-06,Oct-24,Phone,Electronics,4,"$100,141.22",0%,"$822,690.10",Kano,"$205,672.53"
1155,1711,2025-05-08,May-25,Shirt,Clothing,2,"$100,227.96",0%,"$823,403.30",Port Harcourt,"$411,701.65"
1156,1072,2025-01-28,Jan-25,Watch,Accessories,1,"$100,314.70",0%,"$824,116.50",Lagos,"$824,116.50"
1157,1128,2025-04-01,Apr-25,Shirt,Clothing,3,"$100,401.44",0%,"$824,829.70",Kano,"$274,943.23"
1158,1873,2025-03-12,Mar-25,Bag,Accessories,4,"$100,488.18",5%,"$825,542.90",Abuja,"$206,385.73"
1159,1954,2023-09-23,Sep-23,Shoes,Clothing,5,"$100,574.92",10%,"$826,256.10",Kano,"$165,251.22"
1160,1232,2025-01-29,Jan-25,Shoes,Clothing,5,"$100,661.66",10%,"$826,969.30",Port Harcourt,"$165,393.86"
1161,1358,2025-09-13,Sep-25,Headphones,Accessories,4,"$100,748.40",0%,"$827,682.50",Abuja,"$206,920.63"
1162,1058,2025-03-13,Mar-25,Phone,Electronics,4,"$100,835.14",0%,"$828,395.70",Kano,"$207,098.93"
1163,1852,2024-10-18,Oct-24,Bag,Accessories,3,"$100,921.88",0%,"$829,108.90",Abuja,"$276,369.63"
1164,1326,2025-08-06,Aug-25,Phone,Electronics,2,"$101,008.62",10%,"$829,822.10",Port Harcourt,"$414,911.05"
1165,1394,2023-10-18,Oct-23,Shirt,Clothing,1,"$101,095.36",5%,"$830,535.30",Port Harcourt,"$830,535.30"
1166,1635,2025-02-19,Feb-25,Headphones,Accessories,3,"$101,182.10",0%,"$831,248.50",Lagos,"$277,082.83"
1167,1555,2025-07-25,Jul-25,Phone,Electronics,4,"$101,268.84",0%,"$831,961.70",Port Harcourt,"$207,990.43"
1168,1086,2024-06-02,Jun-24,Watch,Accessories,2,"$101,355.58",5%,"$832,674.90",Kano,"$416,337.45"
1169,1318,2024-09-20,Sep-24,Bag,Accessories,1,"$101,442.32",0%,"$833,388.10",Kano,"$833,388.10"
1170,1899,2025-03-03,Mar-25,Tv,Electronics,3,"$101,529.06",0%,"$834,101.30",Abuja,"$278,033.77"
1171,1313,2024-04-10,Apr-24,Watch,Accessories,3,"$101,615.80",10%,"$834,814.50",Kano,"$278,271.50"
1172,1697,2024-04-29,Apr-24,Shirt,Clothing,2,"$101,702.54",5%,"$835,527.70",Lagos,"$417,763.85"
1173,1182,2024-08-23,Aug-24,Headphones,Accessories,3,"$101,789.28",0%,"$836,240.90",Lagos,"$278,746.97"
1174,1346,2025-06-14,Jun-25,Laptop,Electronics,5,"$101,876.02",5%,"$836,954.10",Lagos,"$167,390.82"
1175,1303,2024-05-05,May-24,Headphones,Accessories,4,"$101,962.76",5%,"$837,667.30",Port Harcourt,"$209,416.83"
1176,1500,2025-01-08,Jan-25,Laptop,Electronics,3,"$102,049.50",0%,"$838,380.50",Port Harcourt,"$279,460.17"
1177,1327,2024-01-04,Jan-24,Laptop,Electronics,4,"$102,136.24",5%,"$839,093.70",Lagos,"$209,773.43"
1178,1409,2024-07-11,Jul-24,Shirt,Clothing,1,"$102,222.98",5%,"$839,806.90",Port Harcourt,"$839,806.90"
1179,1930,2024-10-20,Oct-24,Laptop,Electronics,4,"$102,309.72",10%,"$840,520.10",Abuja,"$210,130.03"
1180,1633,2023-11-04,Nov-23,Shoes,Clothing,2,"$102,396.46",0%,"$841,233.30",Lagos,"$420,616.65"
1181,1386,2025-08-16,Aug-25,Headphones,Accessories,4,"$102,483.20",5%,"$841,946.50",Abuja,"$210,486.63"
1182,1792,2024-01-26,Jan-24,Watch,Accessories,4,"$102,569.94",0%,"$842,659.70",Abuja,"$210,664.93"
1183,1842,2024-06-19,Jun-24,Phone,Electronics,2,"$102,656.68",0%,"$843,372.90",Abuja,"$421,686.45"
1184,1145,2025-03-27,Mar-25,Shirt,Clothing,3,"$102,743.42",0%,"$844,086.10",Abuja,"$281,362.03"
1185,1561,2025-08-17,Aug-25,Bag,Accessories,1,"$102,830.16",5%,"$844,799.30",Port Harcourt,"$844,799.30"
1186,1173,2023-12-03,Dec-23,Headphones,Accessories,4,"$102,916.90",10%,"$845,512.50",Lagos,"$211,378.13"
1187,1208,2024-10-21,Oct-24,Shoes,Clothing,1,"$103,003.64",5%,"$846,225.70",Kano,"$846,225.70"
1188,1108,2023-11-03,Nov-23,Bag,Accessories,1,"$103,090.38",0%,"$846,938.90",Port Harcourt,"$846,938.90"
1189,1362,2023-12-06,Dec-23,Headphones,Accessories,2,"$103,177.12",0%,"$847,652.10",Lagos,"$423,826.05"
1190,1764,2025-09-10,Sep-25,Laptop,Electronics,2,"$103,263.86",10%,"$848,365.30",Kano,"$424,182.65"
1191,1122,2023-11-17,Nov-23,Laptop,Electronics,3,"$103,350.60",0%,"$849,078.50",Abuja,"$283,026.17"
1192,1927,2025-08-03,Aug-25,Watch,Accessories,3,"$103,437.34",5%,"$849,791.70",Kano,"$283,263.90"
1193,1968,2025-04-08,Apr-25,Watch,Accessories,4,"$103,524.08",10%,"$850,504.90",Lagos,"$212,626.23"
1194,1081,2024-12-08,Dec-24,Watch,Accessories,4,"$103,610.82",10%,"$851,218.10",Abuja,"$212,804.53"
1195,1838,2025-05-13,May-25,Tv,Electronics,5,"$103,697.56",0%,"$851,931.30",Lagos,"$170,386.26"
1196,1798,2024-05-27,May-24,Phone,Electronics,1,"$103,784.30",0%,"$852,644.50",Kano,"$852,644.50"
1197,1898,2024-08-23,Aug-24,Watch,Accessories,4,"$103,871.04",0%,"$853,357.70",Lagos,"$213,339.43"
1198,1816,2024-09-15,Sep-24,Tv,Electronics,5,"$103,957.78",0%,"$854,070.90",Lagos,"$170,814.18"
1199,1829,2024-05-12,May-24,Laptop,Electronics,3,"$104,044.52",10%,"$854,784.10",Abuja,"$284,928.03"
1200,1279,2024-02-11,Feb-24,Laptop,Electronics,5,"$104,131.26",5%,"$855,497.30",Lagos,"$171,099.46"
1201,1636,2025-03-22,Mar-25,Shirt,Clothing,4,"$104,218.00",5%,"$856,210.50",Kano,"$214,052.63"
1202,1713,2024-10-02,Oct-24,Shoes,Clothing,1,"$104,304.74",0%,"$856,923.70",Kano,"$856,923.70"
1203,1695,2024-12-18,Dec-24,Bag,Accessories,3,"$104,391.48",0%,"$857,636.90",Kano,"$285,878.97"
1204,1700,2024-08-11,Aug-24,Tv,Electronics,3,"$104,478.22",0%,"$858,350.10",Port Harcourt,"$286,116.70"
1205,1847,2024-09-14,Sep-24,Shirt,Clothing,3,"$104,564.96",5%,"$859,063.30",Abuja,"$286,354.43"
1206,1517,2023-10-28,Oct-23,Shirt,Clothing,3,"$104,651.70",0%,"$859,776.50",Lagos,"$286,592.17"
1207,1258,2024-02-26,Feb-24,Headphones,Accessories,4,"$104,738.44",5%,"$860,489.70",Kano,"$215,122.43"
1208,1474,2025-02-20,Feb-25,Shoes,Clothing,2,"$104,825.18",0%,"$861,202.90",Port Harcourt,"$430,601.45"
1209,1721,2025-08-20,Aug-25,Laptop,Electronics,3,"$104,911.92",0%,"$861,916.10",Abuja,"$287,305.37"
1210,1609,2024-09-21,Sep-24,Watch,Accessories,3,"$104,998.66",10%,"$862,629.30",Lagos,"$287,543.10"
1211,1493,2024-08-25,Aug-24,Phone,Electronics,4,"$105,085.40",0%,"$863,342.50",Port Harcourt,"$215,835.63"
1212,1178,2024-07-21,Jul-24,Headphones,Accessories,4,"$105,172.14",5%,"$864,055.70",Kano,"$216,013.93"
1213,1332,2024-03-25,Mar-24,Headphones,Accessories,1,"$105,258.88",0%,"$864,768.90",Abuja,"$864,768.90"
1214,1650,2025-02-13,Feb-25,Phone,Electronics,4,"$105,345.62",0%,"$865,482.10",Port Harcourt,"$216,370.53"
1215,1367,2024-05-12,May-24,Tv,Electronics,1,"$105,432.36",0%,"$866,195.30",Port Harcourt,"$866,195.30"
1216,1516,2023-12-05,Dec-23,Laptop,Electronics,3,"$105,519.10",0%,"$866,908.50",Port Harcourt,"$288,969.50"
1217,1234,2024-04-03,Apr-24,Shirt,Clothing,1,"$105,605.84",0%,"$867,621.70",Kano,"$867,621.70"
1218,1220,2024-06-09,Jun-24,Shoes,Clothing,5,"$105,692.58",10%,"$868,334.90",Port Harcourt,"$173,666.98"
1219,1204,2025-02-20,Feb-25,Shoes,Clothing,1,"$105,779.32",0%,"$869,048.10",Abuja,"$869,048.10"
1220,1366,2023-10-15,Oct-23,Laptop,Electronics,1,"$105,866.06",10%,"$869,761.30",Port Harcourt,"$869,761.30"
1221,1830,2025-03-30,Mar-25,Tv,Electronics,5,"$105,952.80",10%,"$870,474.50",Abuja,"$174,094.90"
1222,1078,2024-01-17,Jan-24,Phone,Electronics,1,"$106,039.54",10%,"$871,187.70",Abuja,"$871,187.70"
1223,1846,2024-03-26,Mar-24,Shoes,Clothing,5,"$106,126.28",0%,"$871,900.90",Lagos,"$174,380.18"
1224,1190,2024-05-16,May-24,Shirt,Clothing,4,"$106,213.02",0%,"$872,614.10",Abuja,"$218,153.53"
1225,1952,2024-01-18,Jan-24,Tv,Electronics,5,"$106,299.76",10%,"$873,327.30",Abuja,"$174,665.46"
1226,1032,2024-10-26,Oct-24,Headphones,Accessories,1,"$106,386.50",0%,"$874,040.50",Abuja,"$874,040.50"
1227,1950,2024-08-10,Aug-24,Shoes,Clothing,2,"$106,473.24",5%,"$874,753.70",Kano,"$437,376.85"
1228,1509,2024-08-18,Aug-24,Laptop,Electronics,4,"$106,559.98",5%,"$875,466.90",Lagos,"$218,866.73"
1229,1416,2024-08-28,Aug-24,Watch,Accessories,2,"$106,646.72",0%,"$876,180.10",Lagos,"$438,090.05"
1230,1149,2023-09-16,Sep-23,Laptop,Electronics,4,"$106,733.46",0%,"$876,893.30",Lagos,"$219,223.33"
1231,1390,2023-10-30,Oct-23,Tv,Electronics,2,"$106,820.20",0%,"$877,606.50",Lagos,"$438,803.25"
1232,1071,2024-03-09,Mar-24,Bag,Accessories,1,"$106,906.94",0%,"$878,319.70",Kano,"$878,319.70"
1233,1256,2025-03-08,Mar-25,Tv,Electronics,1,"$106,993.68",0%,"$879,032.90",Lagos,"$879,032.90"
1234,1221,2024-07-12,Jul-24,Tv,Electronics,1,"$107,080.42",0%,"$879,746.10",Lagos,"$879,746.10"
1235,1692,2024-07-10,Jul-24,Bag,Accessories,3,"$107,167.16",0%,"$880,459.30",Kano,"$293,486.43"
1236,1233,2025-01-04,Jan-25,Shoes,Clothing,5,"$107,253.90",10%,"$881,172.50",Kano,"$176,234.50"
1237,1124,2024-11-04,Nov-24,Headphones,Accessories,2,"$107,340.64",5%,"$881,885.70",Kano,"$440,942.85"
1238,1402,2024-08-29,Aug-24,Bag,Accessories,2,"$107,427.38",10%,"$882,598.90",Lagos,"$441,299.45"
1239,1873,2023-12-06,Dec-23,Tv,Electronics,3,"$107,514.12",0%,"$883,312.10",Kano,"$294,437.37"
1240,1786,2024-01-31,Jan-24,Bag,Accessories,2,"$107,600.86",10%,"$884,025.30",Abuja,"$442,012.65"
1241,1616,2024-04-30,Apr-24,Shoes,Clothing,2,"$107,687.60",5%,"$884,738.50",Lagos,"$442,369.25"
1242,1271,2024-03-31,Mar-24,Tv,Electronics,4,"$107,774.34",0%,"$885,451.70",Port Harcourt,"$221,362.93"
1243,1445,2023-12-29,Dec-23,Phone,Electronics,5,"$107,861.08",0%,"$886,164.90",Port Harcourt,"$177,232.98"
1244,1617,2025-02-28,Feb-25,Watch,Accessories,2,"$107,947.82",0%,"$886,878.10",Lagos,"$443,439.05"
1245,1716,2025-04-22,Apr-25,Bag,Accessories,1,"$108,034.56",0%,"$887,591.30",Lagos,"$887,591.30"
1246,1789,2024-10-22,Oct-24,Phone,Electronics,3,"$108,121.30",10%,"$888,304.50",Lagos,"$296,101.50"
1247,1639,2025-09-08,Sep-25,Watch,Accessories,5,"$108,208.04",0%,"$889,017.70",Abuja,"$177,803.54"
1248,1759,2024-08-21,Aug-24,Shirt,Clothing,4,"$108,294.78",0%,"$889,730.90",Lagos,"$222,432.73"
1249,1687,2024-09-11,Sep-24,Shoes,Clothing,5,"$108,381.52",0%,"$890,444.10",Abuja,"$178,088.82"
1250,1620,2023-11-04,Nov-23,Bag,Accessories,3,"$108,468.26",0%,"$891,157.30",Abuja,"$297,052.43"
1251,1225,2023-11-07,Nov-23,Shoes,Clothing,3,"$108,555.00",5%,"$891,870.50",Lagos,"$297,290.17"
1252,1512,2024-09-20,Sep-24,Phone,Electronics,4,"$108,641.74",0%,"$892,583.70",Abuja,"$223,145.93"
1253,1121,2025-05-19,May-25,Tv,Electronics,3,"$108,728.48",0%,"$893,296.90",Port Harcourt,"$297,765.63"
1254,1071,2024-04-09,Apr-24,Bag,Accessories,3,"$108,815.22",5%,"$894,010.10",Abuja,"$298,003.37"
1255,1958,2025-01-15,Jan-25,Headphones,Accessories,2,"$108,901.96",0%,"$894,723.30",Kano,"$447,361.65"
1256,1457,2024-01-21,Jan-24,Tv,Electronics,1,"$108,988.70",0%,"$895,436.50",Abuja,"$895,436.50"
1257,1161,2024-09-17,Sep-24,Shoes,Clothing,3,"$109,075.44",5%,"$896,149.70",Kano,"$298,716.57"
1258,1236,2025-05-18,May-25,Shirt,Clothing,1,"$109,162.18",5%,"$896,862.90",Lagos,"$896,862.90"
1259,1311,2024-10-17,Oct-24,Shirt,Clothing,4,"$109,248.92",10%,"$897,576.10",Abuja,"$224,394.03"
1260,1105,2025-03-21,Mar-25,Bag,Accessories,1,"$109,335.66",5%,"$898,289.30",Abuja,"$898,289.30"
1261,1621,2025-07-09,Jul-25,Headphones,Accessories,2,"$109,422.40",0%,"$899,002.50",Abuja,"$449,501.25"
1262,1527,2024-01-29,Jan-24,Bag,Accessories,2,"$109,509.14",0%,"$899,715.70",Lagos,"$449,857.85"
1263,1849,2025-08-27,Aug-25,Bag,Accessories,2,"$109,595.88",10%,"$900,428.90",Abuja,"$450,214.45"
1264,1619,2024-08-16,Aug-24,Shoes,Clothing,5,"$109,682.62",5%,"$901,142.10",Lagos,"$180,228.42"
1265,1989,2023-11-07,Nov-23,Shirt,Clothing,2,"$109,769.36",10%,"$901,855.30",Abuja,"$450,927.65"
1266,1382,2024-06-03,Jun-24,Headphones,Accessories,1,"$109,856.10",10%,"$902,568.50",Abuja,"$902,568.50"
1267,1142,2024-10-06,Oct-24,Bag,Accessories,1,"$109,942.84",0%,"$903,281.70",Kano,"$903,281.70"
1268,1974,2024-09-09,Sep-24,Watch,Accessories,4,"$110,029.58",5%,"$903,994.90",Abuja,"$225,998.73"
